journal,publisher,impact_factor,issn,url
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9656132
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9652099
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9546299
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9546298
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9426885
European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9169302
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9433791
Infection and immunity,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8945569
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8792265
Annali dell'Istituto superiore di sanita,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9028057
Journal of applied behavior analysis,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7706148
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7844097
Archives of general psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8498878
L'Encephale,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/1364154
The American journal of psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/1536276
Acta vitaminologica et enzymologica,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7124567
Therapie,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7010662
Psychopharmacology bulletin,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/373009
Journal of the American Academy of Child Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/370186
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/240449
Brain : a journal of neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36256600
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34543081
Trials,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26983548
Clinical neuropharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24201232
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11392343
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/1350581
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31042696
Psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30196397
Progress in neuro-psychopharmacology & biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25818246
BMC psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21176203
The Journal of neuroscience : the official journal of the Society for Neuroscience,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/38467434
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37852957
Science translational medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34985973
Frontiers in psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34504446
The Journal of neuroscience : the official journal of the Society for Neuroscience,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31451579
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/38263251
Progress in neuro-psychopharmacology & biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33857522
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30707602
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30004236
Paediatric drugs,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27278054
Current psychiatry reports,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24488702
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24138011
Child psychiatry and human development,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23801256
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23101743
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22849533
Journal of the Canadian Academy of Child and Adolescent Psychiatry = Journal de l'Academie canadienne de psychiatrie de l'enfant et de l'adolescent,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22548111
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22265360
Journal of the Canadian Academy of Child and Adolescent Psychiatry = Journal de l'Academie canadienne de psychiatrie de l'enfant et de l'adolescent,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19718428
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17003665
European child & adolescent psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30980177
The lancet. Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35151410
Science translational medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31043521
Autism research : official journal of the International Society for Autism Research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37794745
CNS & neurological disorders drug targets,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37021422
Child psychiatry and human development,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35292925
Frontiers in psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35211042
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33151500
Archives of family medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9225710
Cannabis and cannabinoid research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35881851
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34210360
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33536055
"Journal of psychopharmacology (Oxford, England)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31237191
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30758329
"Journal of psychopharmacology (Oxford, England)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35491679
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31712584
Journal of clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11476129
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11239907
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12447025
Journal of clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/1479049
The Journal of clinical psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/1548248
Schizophrenia bulletin,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7701277
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28138381
Pediatric dentistry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16173223
"Journal of psychopharmacology (Oxford, England)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31264943
Journal of molecular neuroscience : MN,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31230222
Journal of child neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22752489
Journal of child neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30674203
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/2195054
International journal of psychophysiology : official journal of the International Organization of Psychophysiology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/2187009
British medical journal (Clinical research ed.),Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/3119086
Psychopharmacology bulletin,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/3602307
Journal of clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/3543069
The Journal of pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/2936877
Neuropsychopharmacology reports,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36330567
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31267292
Psychological medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25292351
Trials,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24934401
Burns : journal of the International Society for Burn Injuries,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18675519
Archives of general psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8911223
Biochimie,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32387472
European child & adolescent psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18026891
Journal of clinical pharmacy and therapeutics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15068403
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11501687
Psychopharmacology bulletin,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7831455
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7174605
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/10405506
Journal of Alzheimer's disease : JAD,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36093695
Amino acids,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33170378
Annals of clinical biochemistry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30089410
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/29027815
Journal of child neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12585724
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11450816
Mymensingh medical journal : MMJ,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30487494
Neuropsychiatric disease and treatment,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28919764
Epilepsy & behavior : E&B,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22494796
International clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37551601
Clinical neuropharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36735565
Nutrients,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/29562612
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26659550
European journal of psychotraumatology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/40243149
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37950776
PloS one,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35793342
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20535539
Journal of clinical sleep medicine : JCSM : official publication of the American Academy of Sleep Medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19968048
"Child: care, health and development",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16919138
"Journal of psychopharmacology (Oxford, England)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/39676223
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31188026
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30274655
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/29620914
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28942807
JAMA psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27556593
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28474229
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27893955
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17276750
Archives of general psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16275814
The Australian and New Zealand journal of psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27316706
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27103982
The Journal of pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26545726
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11439748
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/10230191
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9394942
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8780837
Psychiatry research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8570776
Psychiatry research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8570775
Archives of general psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7654128
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7896655
Psychopharmacology bulletin,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/7831456
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8282676
L'Encephale,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/8275903
American journal of mental retardation : AJMR,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/1497864
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/1345670
Psychopharmacology bulletin,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/2196621
Early human development,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35644107
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35013866
"Pediatric endocrinology, diabetes, and metabolism",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33599431
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32887793
The Journal of nutrition,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/29490101
Early human development,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28941976
European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28935269
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28748334
The Journal of nutrition,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28077731
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25798215
Journal of pediatric gastroenterology and nutrition,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24345834
Journal of clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22370992
Redox report : communications in free radical research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21888765
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/20172688
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19333748
Journal of attention disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18448859
Acta neuropsychiatrica,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26952820
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16920077
BMC psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/40033311
BMJ open,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/39809565
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/39709442
Psychophysiology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/38594888
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/38400592
Psychotherapy and psychosomatics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37820592
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37278339
eLife,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37171081
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/37081454
Biological psychiatry global open science,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36325162
Molecular psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36302965
Scientific reports,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36175473
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36064612
The international journal of neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36053298
Psychotherapy and psychosomatics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35545057
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34593045
Psychoneuroendocrinology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34537624
Frontiers in endocrinology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34079520
Psychophysiology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34032304
NeuroImage,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33359350
European neuropsychopharmacology : the journal of the European College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33309460
Clinical endocrinology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33296519
Scientific reports,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32661293
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32636360
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32398642
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32188502
Pilot and feasibility studies,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32082606
Psychoneuroendocrinology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/31229634
"Diseases (Basel, Switzerland)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30813294
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30390065
NeuroImage,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30266264
Development and psychopathology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28712371
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28534875
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28418399
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28418398
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27552585
Psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27256356
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26506050
Molecular psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26503762
Neuropsychologia,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26498227
Scientific reports,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26449882
Translational psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25668435
Brain imaging and behavior,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25416642
"Journal of child psychology and psychiatry, and allied disciplines",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25087908
Molecular psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25070538
Proceedings of the National Academy of Sciences of the United States of America,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24912179
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24694924
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24067301
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23888359
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23510581
Experimental and clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23421352
Molecular autism,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/23216716
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22795645
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22278094
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/19897177
Neuron,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/18498743
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17137561
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16904652
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12496956
Clinical therapeutics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21118746
Research in developmental disabilities,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/40184961
BMJ paediatrics open,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/40037934
Research on child and adolescent psychopathology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/39798036
Cell host & microbe,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/38113884
Scientific reports,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36997569
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35362336
PloS one,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/35202432
Frontiers in psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33101079
"Brain, behavior, and immunity",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32497779
PloS one,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/30625189
"Brain, behavior, and immunity",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27871802
BMC psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27260271
Pediatric research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/25760553
Journal of clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/39174017
Psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/38086927
Journal of clinical and experimental neuropsychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27841098
Psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26762378
Journal of clinical and experimental neuropsychology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24730708
Journal of the International Neuropsychological Society : JINS,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/22414705
Cognitive and behavioral neurology : official journal of the Society for Behavioral and Cognitive Neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21487259
Neurotherapeutics : the journal of the American Society for Experimental NeuroTherapeutics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/39393982
Heliyon,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/38933955
Neuropsychopharmacology : official publication of the American College of Neuropsychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/24356715
International clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/36165508
Archives of Iranian medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/34488318
Asia-Pacific psychiatry : official journal of the Pacific Rim College of Psychiatrists,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/33150703
Psychiatry and clinical neurosciences,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/32347624
Journal of psychiatric research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/29807317
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28719227
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/28342168
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/27128958
European psychiatry : the journal of the Association of European Psychiatrists,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26802979
Psychiatry research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/26208985
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/21822762
Psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17123125
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17019624
Journal of child neurology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16948927
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16730335
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16601648
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16596465
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16379507
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/16239862
The American journal of psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15994720
The American journal of psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15930063
Pediatrics,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15492353
The American journal of psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15169706
Journal of the American Academy of Child and Adolescent Psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/14627879
Journal of paediatrics and child health,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12969207
The Journal of family practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12485538
Experimental and clinical psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12233987
The New England journal of medicine,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12151468
Journal of child and adolescent psychopharmacology,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/11838820
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/10832774
Archives of general psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/9672054
Biological psychiatry,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/17207470
Autism : the international journal of research and practice,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15937041
Schizophrenia research,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/15061251
Archives of disease in childhood,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12876178
Archives of disease in childhood,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12876177
Journal of autism and developmental disorders,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12553591
Child psychiatry and human development,Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12462350
"Acta paediatrica (Oslo, Norway : 1992)",Unknown,,,https://www.ncbi.nlm.nih.gov/pubmed/12113323
